TotalCharges,MonthlyCharges,tenure,is_monthly_contract,Contract_Two year,Contract_Month-to-month,avg_monthly_charge,is_new_customer,no_value_added,PaymentMethod_Electronic check,PhoneService_enc,InternetService_Fiber optic,is_fiber_optic,OnlineSecurity_enc,TechSupport_enc,num_services,tenure_group_new_0_12,Dependents_enc,PaperlessBilling_enc
-0.2622571999520109,-0.5219756496159262,0.1023712383613841,1,0,1,-0.5399864492204893,0,1,1,0,0,0,0,0,0.0222632521479801,0,0,0
-0.5036347857749957,0.3374778078243394,-0.7117434584104956,1,0,1,0.3914956571271635,0,0,0,1,1,1,1,0,-0.5183883107904707,0,1,0
-0.7498829245931361,-0.8090131942822701,-0.7931549280876836,0,1,0,-0.6461016261351733,0,0,0,0,0,0,1,1,0.0222632521479801,0,1,0
-0.17272239466719,0.2843841579438598,-0.2639803751859618,0,1,0,0.2765520930980041,0,0,0,1,0,0,0,0,1.103566378024882,0,0,1
-0.9893737196161956,-0.6762790695810708,-1.281623746150811,1,0,1,-0.6746084444949295,1,1,1,1,0,0,0,0,-1.0590398737289215,1,1,0
1.2710674769778725,0.4834853449956588,1.3642490183577978,0,1,0,0.4563085619000811,0,0,0,1,0,0,0,1,1.6442179409633328,0,1,1
-1.0002337364297182,-1.497571466169742,-1.281623746150811,1,0,1,-1.4935431594281017,1,0,0,1,0,0,0,0,-1.0590398737289215,1,0,0
0.0350001087478271,-0.2764175189187074,0.305899912554354,1,0,1,-0.1806832745084678,0,0,0,1,0,0,0,0,-0.5183883107904707,0,0,0
0.6620728371601656,-0.1702302191577481,1.3235432835192036,0,1,0,-0.2101254728456533,0,0,0,1,0,0,0,1,0.0222632521479801,0,0,1
1.1179083307653424,0.5183280527297236,1.1200146093262338,0,0,0,0.5243174928791194,0,0,0,1,0,0,0,1,1.103566378024882,0,0,0
-0.8826164634250809,-0.1669118660402181,-1.1188008067964357,1,0,1,-0.243799152033115,1,0,0,1,0,0,1,1,0.562914815086431,1,0,0
-0.9068814706892347,-0.5153389433808665,-1.1188008067964357,1,0,1,-0.6097554327264841,1,0,0,1,0,0,1,0,-0.5183883107904707,1,1,1
-0.9549288178036082,-0.4639044700591515,-1.2409180113122174,1,0,1,-0.1129350390003599,1,0,0,1,0,0,1,0,-0.5183883107904707,1,0,0
-0.1312568759246485,0.0886013240095905,-0.1011574358315858,1,0,1,0.0574144111295099,0,0,1,1,0,0,1,1,1.103566378024882,0,1,0
0.5155174587473736,1.0111034906829266,0.143076973199978,1,0,1,1.0445110738114731,0,1,1,1,1,1,0,0,0.0222632521479801,0,0,1
0.677167163559567,0.1367174442137754,0.9164859351332638,0,1,0,0.1630361838519589,0,1,0,1,1,1,0,0,-1.0590398737289215,0,1,1
0.1378082679158427,0.6576988836659831,-0.0604517009929918,1,0,1,0.6407570764537767,0,0,0,1,1,1,1,0,0.0222632521479801,0,0,1
-0.5816952702649228,-0.9633166142474144,-0.1825689055087738,1,0,1,-0.9981053827531632,0,1,1,0,0,0,0,0,-1.0590398737289215,0,1,1
-0.8655256490862239,-1.5257774676687466,-0.6710377235719016,0,1,0,-1.472862989859082,0,0,0,1,0,0,0,0,-1.0590398737289215,0,0,0
-0.9516598430455984,-1.4859572302583868,-1.0780950719578417,1,0,1,-1.4290210303727606,1,0,0,1,0,0,0,0,-1.0590398737289215,1,0,0
-0.0347672719935918,0.695859944517578,-0.2232746403473677,0,0,0,0.5720228144138161,0,0,1,1,1,1,1,0,0.0222632521479801,0,0,1
-0.3619938392131716,-1.3150620447055927,1.0386031396490458,0,1,0,-1.307592779537842,0,0,0,1,0,0,0,0,-1.0590398737289215,0,0,1
2.384076594082565,1.326347036848275,1.6084834273893616,0,1,0,1.4049204734671077,0,0,0,1,1,1,1,1,1.6442179409633328,0,1,1
-0.587070430101919,-0.9682941439237092,-0.1825689055087738,1,0,1,-1.0125815014514767,0,0,0,0,0,0,0,1,-0.5183883107904707,0,0,1
0.463499075181995,0.667653943018573,0.305899912554354,0,0,0,0.6271255091965717,0,1,1,1,1,1,0,0,0.0222632521479801,0,1,1
-0.9999265844390328,-1.474342994347032,-1.281623746150811,1,0,1,-1.4703813695107997,1,0,0,1,0,0,0,0,-1.0590398737289215,1,0,0
-0.8279214696551572,0.5000771105833088,-1.1188008067964357,1,0,1,0.5810914517359344,1,1,1,1,1,1,0,0,-0.5183883107904707,1,0,1
-0.978557581658485,0.1416949738900705,-1.281623746150811,1,0,1,0.1410174433071996,1,1,1,1,1,1,0,0,-1.0590398737289215,1,0,1
-0.4491811257120391,1.3396204493183947,-0.8338606629262776,1,0,1,1.3687301767213238,0,0,1,1,1,1,0,0,1.103566378024882,1,1,1
-0.809975017627962,1.034331962505636,-1.1188008067964357,1,0,1,0.8517535110552613,1,0,1,1,1,1,0,1,0.562914815086431,1,0,1
1.64394999367006,0.7024966507526377,1.5677776925507676,0,1,0,0.6688918787061486,0,0,0,1,0,0,1,1,2.184869503901784,0,0,1
-0.9087024432054416,0.3988673404986443,-1.2002122764736234,1,0,1,0.3704294577261893,1,1,1,1,1,1,0,0,-1.0590398737289215,1,0,1
-0.7211422740361364,-1.5025489958460367,-0.1011574358315858,1,0,1,-1.4253261734097626,0,0,0,1,0,0,0,0,-1.0590398737289215,0,0,0
-0.7860610412103057,-1.4842980536996218,-0.3046861100245557,0,0,0,-1.476469611431919,0,0,0,1,0,0,0,0,-1.0590398737289215,0,0,1
-0.424872239592073,-1.3399496930870676,0.7943687306174818,0,1,0,-1.3017266327640729,0,0,0,1,0,0,0,0,-1.0590398737289215,0,1,0
1.1300847132532317,1.495583045842304,0.5501343215859179,0,0,0,1.3578026552360127,0,0,1,1,1,1,1,0,1.6442179409633328,0,0,1
-0.7465700709793139,0.1848335644179602,-0.9559778674420596,1,0,1,0.0494732260150066,0,1,1,1,1,1,0,0,-1.0590398737289215,1,0,1
-0.3224809295542735,0.7273842991341125,-0.5489205190561197,1,0,1,0.575692839048443,0,1,1,1,1,1,0,0,-0.5183883107904707,0,0,1
-0.7405367283051346,-0.5153389433808665,-0.8338606629262776,1,0,1,-0.4621541691225359,0,0,1,1,0,0,0,0,-0.5183883107904707,1,0,1
0.9769475064686076,1.1206091435614158,0.5094285867473239,0,0,0,1.1791068085531275,0,0,0,1,1,1,0,1,1.103566378024882,0,0,1
0.6079921473716129,1.313073624378155,0.143076973199978,1,0,1,1.2382153287746225,0,0,0,1,1,1,1,0,1.103566378024882,0,1,1
0.6107345758598762,1.0011484313303365,0.224488442877166,1,0,1,1.0653992544428246,0,0,0,1,1,1,0,0,0.562914815086431,0,0,1
-1.0004970095645918,-1.5174815848749217,-1.281623746150811,1,0,1,-1.5133961222143602,1,0,0,1,0,0,0,0,-1.0590398737289215,1,1,0
-0.5535689236892943,1.113972437326356,-0.9152721326034656,1,0,1,1.2850444238653582,0,1,1,1,1,1,0,0,0.562914815086431,1,0,1
-0.7635511881786404,-0.6679831867872458,-0.7931549280876836,1,0,1,-0.7253862146982448,0,1,0,1,0,0,0,0,-1.0590398737289215,0,1,0
-0.3834505997053438,0.5664441729339085,-0.5896262538947137,0,0,0,0.4716244208172577,0,0,0,1,0,0,0,1,1.103566378024882,0,0,1
-0.3098876979361684,-0.6480730680820658,0.183782708038572,0,1,0,-0.7240172820598301,0,0,1,0,0,0,1,1,0.0222632521479801,0,0,0
-0.9553895457896364,-1.4793205240233267,-1.1188008067964357,1,0,1,-1.341337111400118,1,0,0,1,0,0,0,0,-1.0590398737289215,1,1,0
-0.6510896807319381,0.3325002781480446,-0.8745663977648716,1,0,1,0.3043531825941463,0,0,1,1,1,1,0,0,-0.5183883107904707,1,0,0
1.698930200002763,1.135541732590301,1.2828375486806096,1,0,1,1.0418456297336889,0,0,0,1,1,1,0,1,1.103566378024882,0,1,1
-0.984547045476852,-0.3112602266527725,-1.281623746150811,1,0,1,-0.3106374600801864,1,1,0,1,0,0,0,0,-0.5183883107904707,1,0,0
0.5151664279008761,0.9148712502745568,0.183782708038572,1,0,1,0.957492894832164,0,1,1,1,1,1,0,0,0.0222632521479801,0,0,1
1.183924069334817,1.3379612727596295,0.631545791263106,1,0,1,1.2962806493311918,0,0,0,1,1,1,1,0,1.103566378024882,0,1,1
-0.1753770654438288,0.9828974891839214,-0.5082147842175256,1,0,1,0.9941157983683918,0,1,1,1,1,1,0,0,0.0222632521479801,0,0,1
-0.2190804058327932,0.1516500332426604,-0.2639803751859618,1,0,1,0.1420991752538865,0,0,0,1,0,0,1,0,0.562914815086431,0,0,1
-0.7550825690068833,-1.5108448786398618,-0.1011574358315858,0,1,0,-1.5106387662718244,0,0,0,1,0,0,0,0,-1.0590398737289215,0,0,0
0.9998083903467704,0.065372852186881,1.4863662228735797,0,1,0,0.0465959850314906,0,0,0,1,0,0,1,1,0.562914815086431,0,0,1
1.4472630224918142,0.8120023036311275,1.2421318138420157,0,1,0,0.7912544956227445,0,0,0,1,0,0,1,1,2.184869503901784,0,1,1
-0.9536124521292416,-1.5125040551986266,-1.1188008067964357,1,0,1,-1.3145356116386686,1,0,0,1,0,0,0,0,-1.0590398737289215,1,0,0
-0.6622787889640525,-1.4760021709057969,0.26519417771576,0,1,0,-1.4784413330351354,0,0,0,1,0,0,0,0,-1.0590398737289215,0,0,1
-0.8489613810171134,1.2201597370873154,-1.1595065416350294,1,0,1,0.8668913951797839,1,0,1,1,1,1,0,0,0.562914815086431,1,1,1
1.6533839476696857,1.2019087949409006,1.1200146093262338,0,1,0,1.1973053577738642,0,1,0,1,1,1,0,0,0.562914815086431,0,0,0
-0.1257720189481218,1.273253386967795,-0.5489205190561197,1,0,1,1.3564018931782484,0,0,1,1,1,1,0,1,1.103566378024882,0,1,0
-0.5063552748353529,1.2301147964399053,-0.8745663977648716,1,0,1,1.296550118207394,0,0,1,1,1,1,0,0,0.562914815086431,1,0,1
0.3893438088593547,1.1620885575305409,-0.0604517009929918,1,0,1,1.2526232547990888,0,0,1,1,1,1,0,0,0.562914815086431,0,0,1
